race,date,city_wapo,state,body_camera,AGENCYNAME,POL_BWC,PERS_TRN_ACAD,PERS_TRN_FIELD,POL_COMP_EXTINV,POL_INV_INJRY,POL_INV_DTH,POL_INV_DCHG_GUN,PERS_CULTURE,PERS_CONFLICT,PERS_TOTAL,PERS_WHITE,FRAC_WHITE,PERS_BLACK,FRAC_BLACK,PERS_HISP,FRAC_HISP,PERS_AMIND,FRAC_AMIND,PERS_ASIAN,FRAC_ASIAN,PERS_HAWPI,FRAC_HAWPI,PERS_MULTI,FRAC_MULTI,PERS_UNK,FRAC_UNK
B,2019-12-14,Redford Township,MI,0,DETROIT POLICE DEPARTMENT,1,714,360,0,0,0,0,0,0,2250,776,0.3448888888888889,1360,0.6044444444444445,93,0.04133333333333333,3,0.0013333333333333333,18,0.008,0,0.0,0,0.0,0,0.0
H,2019-12-14,Pasco,WA,0,MOSES LAKE POLICE DEPARTMENT,1,720,600,0,1,1,1,0,0,33,22,0.6666666666666666,1,0.030303030303030304,6,0.18181818181818182,0,0.0,2,0.06060606060606061,1,0.030303030303030304,0,0.0,1,0.030303030303030304
W,2019-12-15,Milwaukee,WI,0,MILWAUKEE POLICE DEPARTMENT,1,920,560,0,0,1,0,0,1,1879,1241,0.660457690260777,326,0.1734965407131453,239,0.1271953166577967,28,0.014901543374135177,31,0.016498137307078234,4,0.0021287919105907396,10,0.005321979776476849,0,0.0
A,2019-12-15,Minneapolis,MN,1,MINNEAPOLIS POLICE DEPARTMENT,1,640,850,1,0,1,0,0,0,841,647,0.7693222354340071,72,0.08561236623067776,37,0.04399524375743163,18,0.02140309155766944,46,0.054696789536266346,1,0.0011890606420927466,20,0.023781212841854936,0,0.0
O,2019-12-15,Akron,OH,0,AKRON POLICE DEPARTMENT,1,695,800,0,0,0,0,1,0,449,364,0.8106904231625836,76,0.16926503340757237,3,0.0066815144766146995,0,0.0,5,0.011135857461024499,0,0.0,1,0.0022271714922048997,0,0.0
H,2019-12-15,Brownsville,TX,0,RANCHO VIEJO POLICE DEPARTMENT,1,800,240,0,1,1,1,1,1,8,0,0.0,0,0.0,8,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
O,2019-12-16,Kalihi,HI,0,HONOLULU POLICE DEPARTMENT,0,1096,640,0,0,0,0,0,0,1961,235,0.1198368179500255,26,0.013258541560428353,23,0.011728709841917389,4,0.002039775624681285,579,0.295257521672616,446,0.22743498215196328,242,0.12340642529321774,406,0.20703722590515045
H,2019-12-16,Los Angeles,CA,0,LOS ANGELES COUNTY SHERIFF'S DEPARTMENT,0,880,1040,1,0,0,0,1,1,9351,3659,0.39129504865789755,841,0.08993690514383489,4171,0.4460485509571169,24,0.0025665704202759063,656,0.07015292482087478,0,0.0,0,0.0,0,0.0
H,2019-12-16,San Bernardino,CA,0,RIALTO POLICE DEPARTMENT,1,930,640,0,0,1,0,1,1,105,55,0.5238095238095238,11,0.10476190476190476,36,0.34285714285714286,1,0.009523809523809525,2,0.01904761904761905,0,0.0,0,0.0,0,0.0
W,2019-12-17,Wilmington,NC,0,NEW HANOVER COUNTY SHERIFF'S OFFICE,1,616,360,0,0,1,0,0,0,349,300,0.8595988538681948,37,0.10601719197707736,7,0.02005730659025788,3,0.008595988538681949,2,0.0057306590257879654,0,0.0,0,0.0,0,0.0
W,2019-12-17,Fort Walton Beach,FL,0,OKALOOSA COUNTY SHERIFF'S OFFICE,1,801,636,0,0,0,0,1,1,262,236,0.9007633587786259,13,0.04961832061068702,5,0.019083969465648856,0,0.0,7,0.026717557251908396,0,0.0,1,0.003816793893129771,0,0.0
W,2019-12-17,Great Falls,MT,0,EAST HELENA POLICE DEPARTMENT,0,480,0,0,1,1,0,0,1,1,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
O,2019-12-17,Honolulu,HI,1,HONOLULU POLICE DEPARTMENT,0,1096,640,0,0,0,0,0,0,1961,235,0.1198368179500255,26,0.013258541560428353,23,0.011728709841917389,4,0.002039775624681285,579,0.295257521672616,446,0.22743498215196328,242,0.12340642529321774,406,0.20703722590515045
W,2019-12-19,Smith County,TN,0,WILSON COUNTY SHERIFF'S OFFICE,0,480,400,0,1,1,1,0,0,113,108,0.9557522123893806,5,0.04424778761061947,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
W,2019-12-19,Davis,CA,1,DAVIS POLICE DEPARTMENT,1,888,900,0,0,1,0,0,0,60,49,0.8166666666666667,1,0.016666666666666666,4,0.06666666666666667,0,0.0,6,0.1,0,0.0,0,0.0,0,0.0
W,2019-12-19,Lakewood,CO,0,LAKEWOOD POLICE DEPARTMENT,0,880,640,0,1,1,0,0,0,245,199,0.8122448979591836,7,0.02857142857142857,35,0.14285714285714285,0,0.0,4,0.0163265306122449,0,0.0,0,0.0,0,0.0
B,2019-12-19,Lenoir,NC,0,DREXEL POLICE DEPARTMENT,0,616,120,0,1,1,1,1,1,5,5,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
W,2019-12-19,Eustis,FL,0,EUSTIS POLICE DEPARTMENT,1,770,544,0,0,1,0,0,0,38,32,0.8421052631578947,3,0.07894736842105263,3,0.07894736842105263,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
B,2019-12-19,Brentwood,NY,0,SUFFOLK COUNTY POLICE DEPARTMENT,0,475,160,0,1,1,1,0,0,2385,2076,0.8704402515723271,61,0.025576519916142557,209,0.08763102725366877,1,0.0004192872117400419,27,0.011320754716981131,0,0.0,3,0.0012578616352201257,8,0.0033542976939203353
W,2019-12-20,Randolph County,IN,0,UNION CITY POLICE DEPARTMENT,1,600,330,0,0,1,0,0,0,8,8,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
B,2019-12-20,Winston-Salem,NC,0,WINSTONSALEM POLICE DEPARTMENT,1,0,0,1,0,1,1,0,0,547,423,0.773308957952468,86,0.15722120658135283,28,0.051188299817184646,3,0.005484460694698354,6,0.010968921389396709,0,0.0,1,0.0018281535648994515,0,0.0
B,2019-12-20,Tempe,AZ,0,ARIZONA DEPARTMENT OF PUBLIC SAFETY,1,1120,480,0,0,0,0,0,0,1144,908,0.7937062937062938,25,0.021853146853146852,190,0.1660839160839161,11,0.009615384615384616,10,0.008741258741258742,0,0.0,0,0.0,0,0.0
W,2019-12-21,Emery County,UT,0,UTAH HIGHWAY PATROL,0,587,444,0,1,1,1,0,0,460,429,0.9326086956521739,0,0.0,15,0.03260869565217391,3,0.006521739130434782,6,0.013043478260869565,2,0.004347826086956522,1,0.002173913043478261,4,0.008695652173913044
W,2019-12-21,Carroll County,GA,0,BOWDON POLICE DEPARTMENT,0,408,264,0,1,1,1,0,0,8,8,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
W,2019-12-21,Ithaca,NY,0,GROTON VILLAGE POLICE DEPARTMENT,0,720,240,0,0,1,1,0,0,1,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
W,2019-12-21,Evansville,IN,0,EVANSVILLE POLICE DEPARTMENT,1,680,1400,0,0,0,0,1,1,282,266,0.9432624113475178,14,0.04964539007092199,0,0.0,1,0.0035460992907801418,1,0.0035460992907801418,0,0.0,0,0.0,0,0.0
B,2019-12-22,Wilkinsburg,PA,0,ASPINWALL BOROUGH POLICE DEPARTMENT,0,360,30,0,1,1,1,1,1,6,6,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
B,2019-12-22,Hattiesburg,MS,0,JEFFERSON DAVIS COUNTY SHERIFF'S DEPARTMENT,0,400,200,0,1,1,1,0,0,9,5,0.5555555555555556,4,0.4444444444444444,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
H,2019-12-23,Phoenix,AZ,0,PHOENIX POLICE DEPARTMENT,1,920,640,0,0,0,0,0,0,-18,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0
W,2019-12-23,Bryant,AR,0,SHANNON HILLS POLICE DEPARTMENT,1,520,120,0,1,1,0,0,0,1,-1,-1.0,-8,-8.0,-8,-8.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0
H,2019-12-23,San Antonio,TX,0,SAN ANTONIO POLICE DEPARTMENT,1,1320,560,1,1,1,0,0,0,2244,905,0.40329768270944744,102,0.045454545454545456,1187,0.5289661319073083,0,0.0,17,0.007575757575757576,6,0.00267379679144385,27,0.012032085561497326,0,0.0
W,2019-12-24,Deltona,FL,1,VOLUSIA COUNTY SHERIFF'S OFFICE,1,1380,480,0,1,1,0,1,1,-18,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0
B,2019-12-24,Oklahoma City,OK,0,OKLAHOMA CITY POLICE DEPARTMENT,1,1140,610,0,0,0,0,0,0,1101,920,0.8356039963669392,68,0.061762034514078114,64,0.05812897366030881,35,0.03178928247048138,10,0.009082652134423252,1,0.0009082652134423251,0,0.0,3,0.0027247956403269754
W,2019-12-25,Ocala,FL,0,MARION COUNTY SHERIFF'S OFFICE,1,770,640,0,0,1,1,0,0,451,361,0.8004434589800443,51,0.1130820399113082,36,0.07982261640798226,0,0.0,3,0.0066518847006651885,0,0.0,0,0.0,0,0.0
B,2019-12-25,Atlanta,GA,0,EAST POINT POLICE DEPARTMENT,0,408,480,0,1,1,1,1,1,107,33,0.308411214953271,70,0.6542056074766355,2,0.018691588785046728,0,0.0,0,0.0,1,0.009345794392523364,0,0.0,1,0.009345794392523364
B,2019-12-26,Memphis,TN,0,MEMPHIS POLICE DEPARTMENT,1,840,2080,1,0,1,0,0,0,2009,882,0.43902439024390244,1081,0.5380786460925834,30,0.014932802389248382,0,0.0,0,0.0,0,0.0,0,0.0,16,0.007964161274265804
H,2019-12-26,Auburndale,FL,0,LAKELAND POLICE DEPARTMENT,0,1080,560,0,1,1,0,0,0,236,176,0.7457627118644068,28,0.11864406779661017,26,0.11016949152542373,5,0.0211864406779661,1,0.00423728813559322,0,0.0,0,0.0,0,0.0
W,2019-12-27,Linthicum,MD,0,ANNE ARUNDEL COUNTY POLICE,0,1216,240,0,0,0,0,0,0,686,597,0.8702623906705539,65,0.09475218658892129,15,0.021865889212827987,3,0.004373177842565598,6,0.008746355685131196,0,0.0,0,0.0,0,0.0
W,2019-12-27,South Ogden,UT,0,WEBER COUNTY SHERIFF'S OFFICE,1,720,520,0,1,1,0,0,0,72,67,0.9305555555555556,0,0.0,3,0.041666666666666664,0,0.0,1,0.013888888888888888,1,0.013888888888888888,0,0.0,0,0.0
W,2019-12-27,Newport News,VA,0,NEWPORT NEWS POLICE DEPARTMENT,1,800,480,0,0,0,0,0,0,396,291,0.7348484848484849,62,0.15656565656565657,22,0.05555555555555555,0,0.0,17,0.04292929292929293,0,0.0,0,0.0,4,0.010101010101010102
W,2019-12-28,Houston,TX,0,HARRIS COUNTY SHERIFF'S OFFICE,1,800,640,0,0,0,0,0,0,2207,1099,0.4979610330765745,588,0.266425011327594,462,0.20933393747168103,2,0.0009062075215224287,56,0.025373810602628003,0,0.0,0,0.0,0,0.0
W,2019-12-28,Elizabethton,TN,0,JOHNSON CITY POLICE DEPARTMENT,1,450,592,0,0,1,0,1,1,151,148,0.9801324503311258,1,0.006622516556291391,1,0.006622516556291391,0,0.0,0,0.0,0,0.0,1,0.006622516556291391,0,0.0
H,2019-12-28,Bakersfield,CA,0,KERN COUNTY SD CORONER,1,960,640,0,0,0,0,0,0,539,330,0.6122448979591837,6,0.011131725417439703,178,0.3302411873840445,5,0.00927643784786642,16,0.029684601113172542,1,0.0018552875695732839,0,0.0,3,0.0055658627087198514
W,2019-12-28,Lancaster,OH,1,LANCASTER POLICE DEPARTMENT,1,653,480,0,0,1,0,0,0,67,67,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
W,2019-12-28,Clearlake Oaks,CA,0,LAKEPORT POLICE DEPARTMENT,1,720,560,0,0,1,0,0,0,12,11,0.9166666666666666,0,0.0,1,0.08333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
W,2019-12-29,Rapid City,SD,0,RAPID CITY POLICE DEPARTMENT,0,520,576,0,1,1,1,1,1,122,113,0.9262295081967213,1,0.00819672131147541,3,0.02459016393442623,2,0.01639344262295082,2,0.01639344262295082,0,0.0,1,0.00819672131147541,0,0.0
W,2019-12-29,Juneau,AK,0,JUNEAU POLICE DEPARTMENT,0,600,640,0,1,1,1,1,1,47,38,0.8085106382978723,2,0.0425531914893617,1,0.02127659574468085,3,0.06382978723404255,2,0.0425531914893617,1,0.02127659574468085,0,0.0,0,0.0
H,2019-12-29,El Centro,CA,0,IMPERIAL COUNTY SHERIFF'S DEPARTMENT,0,950,420,0,1,1,1,0,0,124,27,0.21774193548387097,0,0.0,92,0.7419354838709677,1,0.008064516129032258,1,0.008064516129032258,3,0.024193548387096774,0,0.0,0,0.0
B,2019-12-30,Houston,TX,0,HOUSTON POLICE DEPARTMENT,1,1114,720,1,0,1,0,0,0,5203,2385,0.4583893907361138,1110,0.21333845858158754,1365,0.2623486450124928,8,0.001537574476263694,335,0.06438593119354219,0,0.0,0,0.0,0,0.0
W,2019-12-30,Wichita,KS,0,SEDGWICK COUNTY SHERIFF'S OFFICE,0,880,320,0,0,0,0,0,0,180,155,0.8611111111111112,10,0.05555555555555555,9,0.05,2,0.011111111111111112,4,0.022222222222222223,0,0.0,0,0.0,0,0.0
W,2019-12-30,Fulton,MO,0,AUXVASSE POLICE DEPARTMENT,1,640,300,0,1,1,1,1,1,-16,-16,1.0,-16,1.0,-16,1.0,-16,1.0,-16,1.0,-16,1.0,-16,1.0,-16,1.0
B,2019-12-31,Chesterfield,MO,0,SAINT CHARLES POLICE DEPARTMENT,1,600,608,0,0,0,0,0,0,109,103,0.944954128440367,5,0.045871559633027525,1,0.009174311926605505,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
B,2019-12-31,Federal Way,WA,0,FEDERAL WAY POLICE DEPARTMENT,0,720,680,0,0,1,1,0,1,130,93,0.7153846153846154,2,0.015384615384615385,6,0.046153846153846156,0,0.0,14,0.1076923076923077,11,0.08461538461538462,4,0.03076923076923077,0,0.0
B,2019-12-31,Omaha,NE,1,OMAHA POLICE DEPARTMENT,1,876,600,1,0,0,0,0,0,848,673,0.7936320754716981,72,0.08490566037735849,82,0.09669811320754718,6,0.007075471698113208,15,0.01768867924528302,0,0.0,0,0.0,0,0.0
W,2019-12-31,Cross Lanes,WV,0,SAINT ALBANS POLICE DEPARTMENT,0,840,504,0,0,1,0,0,0,24,22,0.9166666666666666,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.08333333333333333,0,0.0
W,2020-01-01,Richmond County,VA,0,VIRGINIA STATE POLICE,0,1620,240,0,0,0,0,0,0,1890,1653,0.8746031746031746,185,0.09788359788359788,34,0.01798941798941799,12,0.006349206349206349,5,0.0026455026455026454,0,0.0,0,0.0,1,0.0005291005291005291
W,2020-01-01,Central Point,OR,1,MEDFORD POLICE DEPARTMENT,1,640,700,0,1,1,1,1,1,80,75,0.9375,0,0.0,4,0.05,0,0.0,1,0.0125,0,0.0,0,0.0,0,0.0
O,2020-01-01,Denver,CO,1,DENVER POLICE DEPARTMENT,1,1010,640,1,0,1,1,1,1,1464,962,0.657103825136612,143,0.0976775956284153,306,0.20901639344262296,15,0.010245901639344262,36,0.02459016393442623,2,0.001366120218579235,0,0.0,0,0.0
W,2020-01-01,Grass Valley,CA,0,PLACER COUNTY SHERIFF'S OFFICE/CORONER,1,664,640,0,0,0,0,0,0,236,220,0.9322033898305084,1,0.00423728813559322,9,0.038135593220338986,2,0.00847457627118644,4,0.01694915254237288,0,0.0,0,0.0,0,0.0
W,2020-01-02,Holt,MO,0,CLAY COUNTY SHERIFF'S OFFICE,1,800,420,0,0,0,0,0,0,125,119,0.952,2,0.016,3,0.024,0,0.0,1,0.008,0,0.0,0,0.0,0,0.0
W,2020-01-02,Hillsboro,OR,0,HILLSBORO POLICE DEPARTMENT,0,640,680,0,1,1,1,0,0,127,113,0.889763779527559,0,0.0,6,0.047244094488188976,1,0.007874015748031496,5,0.03937007874015748,1,0.007874015748031496,0,0.0,1,0.007874015748031496
B,2020-01-02,North Las Vegas,NV,1,NORTH LAS VEGAS POLICE DEPARTMENT,0,1000,800,0,0,0,0,0,0,285,199,0.6982456140350877,39,0.1368421052631579,34,0.11929824561403508,0,0.0,13,0.0456140350877193,0,0.0,0,0.0,0,0.0
W,2020-01-02,Murrieta,CA,1,RIVERSIDE COUNTY SHERIFF'S OFFICE,1,952,720,0,0,0,0,1,1,2048,1232,0.6015625,74,0.0361328125,650,0.3173828125,2,0.0009765625,50,0.0244140625,2,0.0009765625,34,0.0166015625,4,0.001953125
H,2020-01-02,Chicago,IL,0,CHICAGO POLICE DEPARTMENT,1,917,400,0,0,0,0,0,0,11965,6183,0.5167572085248642,2671,0.22323443376514834,2706,0.22615963226076055,36,0.0030087755954868365,366,0.03058921855411617,0,0.0,0,0.0,3,0.0002507312996239031
H,2020-01-02,Ansonia,CT,1,ANSONIA POLICE DEPARTMENT,0,871,400,0,1,1,0,1,1,42,37,0.8809523809523809,2,0.047619047619047616,3,0.07142857142857142,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
B,2020-01-04,Chicago,IL,0,CHICAGO POLICE DEPARTMENT,1,917,400,0,0,0,0,0,0,11965,6183,0.5167572085248642,2671,0.22323443376514834,2706,0.22615963226076055,36,0.0030087755954868365,366,0.03058921855411617,0,0.0,0,0.0,3,0.0002507312996239031
W,2020-01-05,Elkmont,AL,0,ROGERSVILLE POLICE DEPARTMENT,1,280,80,0,1,1,1,1,0,5,5,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
B,2020-01-05,Jacksonville,FL,0,JACKSONVILLE SHERIFF'S OFFICE,0,790,560,0,1,1,0,0,0,1577,1182,0.7495244134432467,268,0.1699429296131896,82,0.05199746353836398,7,0.004438807863031071,35,0.02219403931515536,2,0.0012682308180088776,1,0.0006341154090044388,0,0.0
B,2020-01-05,Milford,DE,0,GREENWOOD POLICE DEPARTMENT,1,960,240,0,0,1,0,0,0,4,4,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
H,2020-01-05,Lubbock,TX,0,LUBBOCK POLICE DEPARTMENT,1,680,640,0,0,0,0,0,0,377,290,0.7692307692307693,6,0.015915119363395226,77,0.20424403183023873,0,0.0,0,0.0,0,0.0,4,0.010610079575596816,0,0.0
B,2020-01-05,Sparks,NV,0,SPARKS POLICE DEPARTMENT,0,800,640,0,0,1,0,0,0,98,84,0.8571428571428571,2,0.02040816326530612,5,0.05102040816326531,1,0.01020408163265306,3,0.030612244897959183,3,0.030612244897959183,0,0.0,0,0.0
W,2020-01-05,Oklahoma City,OK,0,OKLAHOMA CITY POLICE DEPARTMENT,1,1140,610,0,0,0,0,0,0,1101,920,0.8356039963669392,68,0.061762034514078114,64,0.05812897366030881,35,0.03178928247048138,10,0.009082652134423252,1,0.0009082652134423251,0,0.0,3,0.0027247956403269754
W,2020-01-06,Asheboro,NC,0,RANDOLPH COUNTY SHERIFF'S OFFICE,0,0,540,0,0,1,0,0,0,172,163,0.9476744186046512,4,0.023255813953488372,5,0.029069767441860465,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
H,2020-01-06,Phoenix,AZ,0,PHOENIX POLICE DEPARTMENT,1,920,640,0,0,0,0,0,0,-18,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0
H,2020-01-06,Albuquerque,NM,0,ALBUQUERQUE POLICE DEPARTMENT,1,1040,640,1,0,0,0,1,0,816,459,0.5625,16,0.0196078431372549,318,0.3897058823529412,8,0.00980392156862745,5,0.006127450980392157,3,0.003676470588235294,7,0.00857843137254902,0,0.0
W,2020-01-06,Aurora,CO,1,DENVER POLICE DEPARTMENT,1,1010,640,1,0,1,1,1,1,1464,962,0.657103825136612,143,0.0976775956284153,306,0.20901639344262296,15,0.010245901639344262,36,0.02459016393442623,2,0.001366120218579235,0,0.0,0,0.0
A,2020-01-06,Honolulu,HI,0,HONOLULU POLICE DEPARTMENT,0,1096,640,0,0,0,0,0,0,1961,235,0.1198368179500255,26,0.013258541560428353,23,0.011728709841917389,4,0.002039775624681285,579,0.295257521672616,446,0.22743498215196328,242,0.12340642529321774,406,0.20703722590515045
W,2020-01-08,Bismarck,MO,0,BISMARCK POLICE DEPARTMENT,1,1000,160,0,0,1,1,1,1,3,3,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
B,2020-01-09,New York,NY,1,NEW YORK CITY POLICE DEPARTMENT,1,801,960,0,0,0,0,1,0,36050,18128,0.5028571428571429,5462,0.15151178918169209,9681,0.26854368932038836,22,0.0006102635228848821,2481,0.06882108183079057,0,0.0,0,0.0,276,0.007656033287101249
W,2020-01-09,Bismarck,ND,0,BISMARCK POLICE DEPARTMENT,0,760,420,0,1,1,0,0,0,116,114,0.9827586206896551,1,0.008620689655172414,1,0.008620689655172414,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
W,2020-01-09,Powatan Point,OH,0,OHIO STATE HIGHWAY PATROL,1,1020,480,0,0,0,0,0,0,1573,1368,0.8696757787666879,135,0.08582326764144946,49,0.031150667514303877,10,0.006357279084551812,11,0.006993006993006993,0,0.0,0,0.0,0,0.0
B,2020-01-09,Philadelphia,PA,0,PHILADELPHIA CITY POLICE DEPARTMENT,1,192,0,1,0,0,0,0,0,6031,3450,0.5720444370751119,1961,0.32515337423312884,505,0.08373404078925552,6,0.000994859890565412,98,0.016249378212568395,11,0.0018239097993699221,0,0.0,0,0.0
W,2020-01-09,Semmes,AL,0,MOBILE COUNTY SHERIFF'S OFFICE,0,520,480,0,0,1,0,1,1,154,125,0.8116883116883117,28,0.18181818181818182,1,0.006493506493506494,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
H,2020-01-10,Muscoy,CA,0,RIALTO POLICE DEPARTMENT,1,930,640,0,0,1,0,1,1,105,55,0.5238095238095238,11,0.10476190476190476,36,0.34285714285714286,1,0.009523809523809525,2,0.01904761904761905,0,0.0,0,0.0,0,0.0
A,2020-01-10,Spokane,WA,0,SPOKANE COUNTY SHERIFF'S OFFICE,0,720,360,0,1,1,1,1,1,-18,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0
W,2020-01-11,Glenwood Springs,CO,0,AVON POLICE DEPARTMENT,1,0,644,0,0,1,1,0,0,18,17,0.9444444444444444,0,0.0,1,0.05555555555555555,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
B,2020-01-11,Miami Beach,FL,0,MIAMI BEACH POLICE DEPARTMENT,1,770,840,0,0,1,0,1,1,382,70,0.18324607329842932,48,0.1256544502617801,260,0.680628272251309,0,0.0,4,0.010471204188481676,0,0.0,0,0.0,0,0.0
H,2020-01-12,Los Angeles,CA,0,LOS ANGELES POLICE DEPARTMENT,1,912,2080,0,0,0,0,1,1,9809,3242,0.330512794372515,1025,0.10449587113875013,4513,0.4600876745845652,34,0.0034662045060658577,738,0.0752370272199001,231,0.02354980120297686,0,0.0,26,0.0026506269752268326
W,2020-01-12,Carthage,MO,0,MISSOURI STATE HIGHWAY PATROL,0,1200,85,0,0,0,0,0,0,1252,1176,0.939297124600639,36,0.02875399361022364,21,0.016773162939297124,13,0.010383386581469648,6,0.004792332268370607,0,0.0,0,0.0,0,0.0
W,2020-01-12,Lakewood,CO,0,LAKEWOOD POLICE DEPARTMENT,0,880,640,0,1,1,0,0,0,245,199,0.8122448979591836,7,0.02857142857142857,35,0.14285714285714285,0,0.0,4,0.0163265306122449,0,0.0,0,0.0,0,0.0
B,2020-01-13,Gary,IN,0,GARY POLICE DEPARTMENT,0,600,1000,0,0,1,0,1,1,188,59,0.31382978723404253,114,0.6063829787234043,15,0.0797872340425532,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
W,2020-01-13,San Antonio,TX,0,SAN ANTONIO POLICE DEPARTMENT,1,1320,560,1,1,1,0,0,0,2244,905,0.40329768270944744,102,0.045454545454545456,1187,0.5289661319073083,0,0.0,17,0.007575757575757576,6,0.00267379679144385,27,0.012032085561497326,0,0.0
H,2020-01-14,The Villages,FL,0,MARION COUNTY SHERIFF'S OFFICE,1,770,640,0,0,1,1,0,0,451,361,0.8004434589800443,51,0.1130820399113082,36,0.07982261640798226,0,0.0,3,0.0066518847006651885,0,0.0,0,0.0,0,0.0
B,2020-01-15,Cocoa,FL,1,BREVARD COUNTY SHERIFF'S OFFICE,0,770,532,0,0,1,0,0,0,478,411,0.8598326359832636,26,0.05439330543933055,35,0.07322175732217573,0,0.0,3,0.006276150627615063,0,0.0,0,0.0,3,0.006276150627615063
W,2020-01-15,Missoula,MT,0,HAMILTON POLICE DEPARTMENT,0,480,480,0,0,1,1,0,0,14,13,0.9285714285714286,1,0.07142857142857142,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
W,2020-01-15,Fleetwood,NC,0,DREXEL POLICE DEPARTMENT,0,616,120,0,1,1,1,1,1,5,5,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
W,2020-01-15,Mulberry,FL,0,LAKELAND POLICE DEPARTMENT,0,1080,560,0,1,1,0,0,0,236,176,0.7457627118644068,28,0.11864406779661017,26,0.11016949152542373,5,0.0211864406779661,1,0.00423728813559322,0,0.0,0,0.0,0,0.0
B,2020-01-15,Lawrenceville,GA,0,GWINNETT COUNTY POLICE DEPARTMENT,1,912,624,0,1,1,0,0,0,783,587,0.7496807151979565,151,0.19284802043422733,29,0.037037037037037035,0,0.0,11,0.0140485312899106,5,0.006385696040868455,0,0.0,0,0.0
W,2020-01-16,Wausau,WI,0,KRONENWETTER POLICE DEPARTMENT,0,720,380,0,1,1,1,0,0,7,6,0.8571428571428571,0,0.0,0,0.0,1,0.14285714285714285,0,0.0,0,0.0,0,0.0,0,0.0
W,2020-01-16,Yerington,NV,0,CITY OF YERINGOTN POLICE DEPARTMENT,1,679,640,0,1,1,1,0,0,5,5,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
B,2020-01-16,West Haven,CT,1,CONNECTICUT STATE POLICE,1,1474,370,0,0,0,0,0,0,1106,976,0.8824593128390597,61,0.05515370705244123,55,0.04972875226039783,2,0.0018083182640144665,11,0.009945750452079566,1,0.0009041591320072332,0,0.0,0,0.0
B,2020-01-17,Powder Springs,GA,0,COBB COUNTY POLICE DEPARTMENT,1,928,900,0,0,0,0,0,0,635,505,0.7952755905511811,83,0.13070866141732285,33,0.05196850393700787,0,0.0,12,0.01889763779527559,0,0.0,0,0.0,2,0.0031496062992125984
W,2020-01-19,Sebring,FL,0,HIGHLANDS COUNTY SHERIFF'S OFFICE,0,0,688,0,0,1,0,0,0,133,109,0.8195488721804511,6,0.045112781954887216,13,0.09774436090225563,2,0.015037593984962405,1,0.007518796992481203,1,0.007518796992481203,1,0.007518796992481203,0,0.0
W,2020-01-20,Waterbury,CT,0,WATERBURY POLICE DEPARTMENT,0,1026,400,0,0,1,0,0,0,276,217,0.7862318840579711,22,0.07971014492753623,35,0.12681159420289856,0,0.0,1,0.0036231884057971015,1,0.0036231884057971015,0,0.0,0,0.0
