race,date,city_wapo,state,body_camera,AGENCYNAME,POL_BWC,PERS_TRN_ACAD,PERS_TRN_FIELD,POL_COMP_EXTINV,POL_INV_INJRY,POL_INV_DTH,POL_INV_DCHG_GUN,PERS_CULTURE,PERS_CONFLICT,PERS_TOTAL,PERS_WHITE,FRAC_WHITE,PERS_BLACK,FRAC_BLACK,PERS_HISP,FRAC_HISP,PERS_AMIND,FRAC_AMIND,PERS_ASIAN,FRAC_ASIAN,PERS_HAWPI,FRAC_HAWPI,PERS_MULTI,FRAC_MULTI,PERS_UNK,FRAC_UNK
W,2016-08-16,Lenoir,NC,1,DREXEL POLICE DEPARTMENT,0,616,120,0,1,1,1,1,1,5,5,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
W,2016-08-16,Apache Junction,AZ,0,CASA GRANDE POLICE DEPARTMENT,1,640,600,0,1,1,1,0,0,80,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,80,1.0
B,2016-08-16,Stockton,CA,1,STOCKTON POLICE DEPARTMENT,1,800,1100,0,1,1,0,0,0,409,252,0.6161369193154034,12,0.029339853300733496,110,0.26894865525672373,1,0.0024449877750611247,32,0.07823960880195599,0,0.0,2,0.004889975550122249,0,0.0
H,2016-08-16,Tucson,AZ,0,PIMA COUNTY SHERIFF'S DEPARTMENT,0,840,480,0,0,0,0,0,0,533,345,0.6472795497185742,13,0.024390243902439025,154,0.28893058161350843,5,0.009380863039399626,7,0.013133208255159476,2,0.00375234521575985,7,0.013133208255159476,0,0.0
B,2016-08-16,Los Angeles,CA,0,LOS ANGELES POLICE DEPARTMENT,1,912,2080,0,0,0,0,1,1,9809,3242,0.330512794372515,1025,0.10449587113875013,4513,0.4600876745845652,34,0.0034662045060658577,738,0.0752370272199001,231,0.02354980120297686,0,0.0,26,0.0026506269752268326
B,2016-08-17,Kelso,WA,0,TOLEDO POLICE DEPARTMENT,0,4380,730,1,0,0,0,0,0,4,4,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
H,2016-08-18,Bakersfield,CA,0,BAKERSFIELD POLICE DEPARTMENT,0,954,720,0,0,1,1,0,0,406,279,0.687192118226601,16,0.03940886699507389,99,0.2438423645320197,0,0.0,2,0.0049261083743842365,8,0.019704433497536946,2,0.0049261083743842365,0,0.0
W,2016-08-18,Charlotte,NC,1,NORTH CAROLINA STATE HIGHWAY PATROL,0,1236,480,0,1,1,0,1,0,1627,1380,0.8481868469575906,159,0.0977258758451137,22,0.013521819299323909,48,0.02950215119852489,10,0.006146281499692686,0,0.0,2,0.001229256299938537,6,0.0036877688998156115
W,2016-08-18,Antelope,CA,0,SACRAMENTO COUNTY SHERIFF'S OFFICE,1,956,520,0,0,0,0,1,1,1246,871,0.6990369181380417,62,0.04975922953451043,175,0.1404494382022472,14,0.011235955056179775,113,0.09069020866773676,7,0.0056179775280898875,4,0.0032102728731942215,0,0.0
W,2016-08-18,Hays,KS,0,ROOKS COUNTY SHERIFF'S DEPARTMENT,1,0,0,0,1,1,1,1,0,6,6,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
W,2016-08-18,Poway,CA,0,SAN DIEGO COUNTY SHERIFF'S OFFICE,1,928,570,0,0,0,0,0,0,1322,885,0.6694402420574886,59,0.04462934947049924,279,0.21104387291981846,11,0.00832072617246596,64,0.048411497730711045,24,0.018154311649016642,0,0.0,0,0.0
W,2016-08-18,Ruidoso,NM,0,ARTESIA POLICE DEPARTMENT,0,640,480,0,1,1,1,0,0,30,14,0.4666666666666667,0,0.0,15,0.5,0,0.0,1,0.03333333333333333,0,0.0,0,0.0,0,0.0
H,2016-08-19,East Hollywood,CA,0,LOS ANGELES POLICE DEPARTMENT,1,912,2080,0,0,0,0,1,1,9809,3242,0.330512794372515,1025,0.10449587113875013,4513,0.4600876745845652,34,0.0034662045060658577,738,0.0752370272199001,231,0.02354980120297686,0,0.0,26,0.0026506269752268326
H,2016-08-19,Phoenix,AZ,0,PHOENIX POLICE DEPARTMENT,1,920,640,0,0,0,0,0,0,-18,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0
W,2016-08-19,New London,WI,1,SHIOCTON POLICE DEPARTMENT,1,720,320,0,0,1,0,1,1,1,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
W,2016-08-19,Reno,NV,0,WASHOE COUNTY SHERIFF'S OFFICE,0,872,1160,0,0,1,1,0,0,403,340,0.8436724565756824,8,0.019851116625310174,39,0.0967741935483871,3,0.007444168734491315,12,0.02977667493796526,1,0.0024813895781637717,0,0.0,0,0.0
W,2016-08-19,East Ridge,TN,0,EAST RIDGE POLICE DEPARTMENT,1,480,756,0,0,0,0,0,0,35,35,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
H,2016-08-20,Indio,CA,1,HEMET POLICE DEPARTMENT,1,920,700,0,0,0,0,0,0,61,45,0.7377049180327869,1,0.01639344262295082,12,0.19672131147540983,0,0.0,1,0.01639344262295082,1,0.01639344262295082,1,0.01639344262295082,0,0.0
H,2016-08-21,Las Cruces,NM,1,LAS CRUCES POLICE DEPARTMENT,1,1000,560,0,0,1,1,1,0,181,60,0.3314917127071823,7,0.03867403314917127,112,0.6187845303867403,0,0.0,2,0.011049723756906077,0,0.0,0,0.0,0,0.0
B,2016-08-22,Hamilton,OH,0,FOREST PARK POLICE DEPARTMENT,1,695,480,0,0,1,0,1,1,35,28,0.8,7,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
W,2016-08-23,Myra,TX,0,TIOGA POLICE DEPARTMENT,1,900,480,1,1,1,1,1,0,-7,-7,1.0,-9,1.2857142857142858,-9,1.2857142857142858,-9,1.2857142857142858,-9,1.2857142857142858,-9,1.2857142857142858,-9,1.2857142857142858,-9,1.2857142857142858
H,2016-08-24,Oak Cliff,TX,0,DALLAS POLICE DEPARTMENT,1,1630,960,1,0,1,0,0,0,3408,1707,0.5008802816901409,886,0.25997652582159625,706,0.20715962441314553,22,0.006455399061032864,77,0.022593896713615023,0,0.0,0,0.0,10,0.0029342723004694834
W,2016-08-24,Orlando,FL,0,ORANGE COUNTY SHERIFF'S OFFICE,1,770,880,0,0,1,0,0,0,1432,927,0.6473463687150838,196,0.13687150837988826,264,0.18435754189944134,7,0.004888268156424581,22,0.015363128491620111,1,0.0006983240223463687,15,0.01047486033519553,0,0.0
W,2016-08-24,Shelbyville,TN,0,WARTRACE POLICE DEPARTMENT,1,400,240,0,1,1,1,1,1,1,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
B,2016-08-25,Compton,CA,0,LOS ANGELES COUNTY SHERIFF'S DEPARTMENT,0,880,1040,1,0,0,0,1,1,9351,3659,0.39129504865789755,841,0.08993690514383489,4171,0.4460485509571169,24,0.0025665704202759063,656,0.07015292482087478,0,0.0,0,0.0,0,0.0
W,2016-08-26,Las Vegas,NV,0,NEVADA HIGHWAY PATROL,1,1000,560,0,0,1,1,0,0,477,389,0.8155136268343816,15,0.031446540880503145,43,0.09014675052410902,3,0.006289308176100629,16,0.033542976939203356,2,0.0041928721174004195,0,0.0,9,0.018867924528301886
H,2016-08-27,Phoenix,AZ,0,PHOENIX POLICE DEPARTMENT,1,920,640,0,0,0,0,0,0,-18,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0
W,2016-08-27,Morgantown,WV,1,WESTOVER POLICE DEPARTMENT,1,640,640,0,1,1,1,1,1,12,11,0.9166666666666666,1,0.08333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
W,2016-08-28,Eagan,MN,0,INVER GROVE HEIGHTS PUBLIC SAFETY DEP.,0,40,560,0,0,1,0,1,0,38,35,0.9210526315789473,1,0.02631578947368421,1,0.02631578947368421,0,0.0,1,0.02631578947368421,0,0.0,0,0.0,0,0.0
B,2016-08-29,Raleigh,NC,0,RALEIGH POLICE DEPARTMENT,0,1097,840,0,1,1,0,0,0,760,641,0.843421052631579,79,0.10394736842105264,27,0.035526315789473684,0,0.0,6,0.007894736842105263,0,0.0,0,0.0,7,0.009210526315789473
W,2016-08-29,Kingman,AZ,0,YAVAPAI COUNTY SHERIFF'S OFFICE,1,800,700,0,0,0,0,0,0,135,117,0.8666666666666667,0,0.0,16,0.11851851851851852,0,0.0,2,0.014814814814814815,0,0.0,0,0.0,0,0.0
W,2016-08-29,San Bernardino,CA,0,SAN BERNARDINO POLICE DEPARTMENT,0,1040,760,0,0,0,0,0,0,216,124,0.5740740740740741,16,0.07407407407407407,64,0.2962962962962963,1,0.004629629629629629,7,0.032407407407407406,2,0.009259259259259259,2,0.009259259259259259,0,0.0
B,2016-08-30,Tampa,FL,0,HILLSBOROUGH COUNTY SHERIFF'S OFFICE,0,1180,360,0,0,0,0,0,0,1226,882,0.7194127243066885,114,0.0929853181076672,178,0.14518760195758565,5,0.004078303425774877,12,0.009787928221859706,2,0.0016313213703099511,32,0.026101141924959218,1,0.0008156606851549756
W,2016-08-30,Harker Heights,TX,0,KILLEEN POLICE DEPARTMENT,1,1000,760,0,0,0,0,0,0,275,186,0.6763636363636364,42,0.15272727272727274,29,0.10545454545454545,1,0.0036363636363636364,15,0.05454545454545454,2,0.007272727272727273,0,0.0,0,0.0
W,2016-08-30,Weatherford,TX,0,HUDSON OAKS POLICE DEPARTMENT,0,728,560,0,0,0,0,0,0,11,11,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
W,2016-08-31,Denver,CO,0,DENVER POLICE DEPARTMENT,1,1010,640,1,0,1,1,1,1,1464,962,0.657103825136612,143,0.0976775956284153,306,0.20901639344262296,15,0.010245901639344262,36,0.02459016393442623,2,0.001366120218579235,0,0.0,0,0.0
W,2016-08-31,McDowell,MO,0,AURORA POLICE DEPARTMENT,0,620,480,0,1,1,0,0,0,18,17,0.9444444444444444,0,0.0,1,0.05555555555555555,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
W,2016-09-01,Sylvania Township,OH,0,OTTAWA HILLS POLICE DEPARTMENT,0,695,480,0,1,1,0,0,0,12,11,0.9166666666666666,1,0.08333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
W,2016-09-01,Wichita,KS,1,SEDGWICK COUNTY SHERIFF'S OFFICE,0,880,320,0,0,0,0,0,0,180,155,0.8611111111111112,10,0.05555555555555555,9,0.05,2,0.011111111111111112,4,0.022222222222222223,0,0.0,0,0.0,0,0.0
H,2016-09-01,Florence,CA,0,LOS ANGELES COUNTY SHERIFF'S DEPARTMENT,0,880,1040,1,0,0,0,1,1,9351,3659,0.39129504865789755,841,0.08993690514383489,4171,0.4460485509571169,24,0.0025665704202759063,656,0.07015292482087478,0,0.0,0,0.0,0,0.0
H,2016-09-01,Huntington Park,CA,0,SOUTH GATE POLICE DEPARTMENT,1,984,825,0,1,1,1,1,1,80,20,0.25,2,0.025,57,0.7125,0,0.0,0,0.0,1,0.0125,0,0.0,0,0.0
H,2016-09-02,Alamogordo,NM,1,LAS CRUCES POLICE DEPARTMENT,1,1000,560,0,0,1,1,1,0,181,60,0.3314917127071823,7,0.03867403314917127,112,0.6187845303867403,0,0.0,2,0.011049723756906077,0,0.0,0,0.0,0,0.0
W,2016-09-02,Round Lake,IL,0,ROUND LAKE HEIGHTS POLICE DEPARTMENT,1,480,240,0,1,1,1,0,0,5,5,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
B,2016-09-02,St. Louis,MO,0,MOLINE ACRES POLICE DEPARTMENT,1,650,160,0,1,1,1,0,0,7,1,0.14285714285714285,6,0.8571428571428571,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
B,2016-09-03,Atlantic City,NJ,0,ATLANTIC CITY POLICE,1,1440,720,0,0,1,1,0,0,268,184,0.6865671641791045,53,0.19776119402985073,24,0.08955223880597014,0,0.0,6,0.022388059701492536,1,0.0037313432835820895,0,0.0,0,0.0
W,2016-09-03,East Wenatchee,WA,0,QUINCY POLICE DEPARTMENT,1,760,640,0,0,1,0,0,0,17,14,0.8235294117647058,0,0.0,3,0.17647058823529413,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
W,2016-09-03,Metropolis,IL,0,ILLINOIS STATE POLICE,0,1230,480,0,0,0,0,1,1,1684,1368,0.8123515439429929,151,0.08966745843230403,138,0.08194774346793349,4,0.0023752969121140144,23,0.013657957244655582,0,0.0,0,0.0,0,0.0
H,2016-09-04,Long Beach,CA,0,LONG BEACH POLICE DEPARTMENT,1,1020,2088,0,1,1,1,1,0,779,411,0.527599486521181,40,0.051347881899871634,251,0.32220795892169446,4,0.005134788189987163,73,0.09370988446726572,0,0.0,0,0.0,0,0.0
H,2016-09-04,Grand Junction,CO,0,GRAND JUNCTION POLICE DEPARTMENT,0,800,560,0,1,1,1,0,0,111,103,0.9279279279279279,1,0.009009009009009009,6,0.05405405405405406,0,0.0,1,0.009009009009009009,0,0.0,0,0.0,0,0.0
B,2016-09-05,Ellis County,TX,0,ELLIS COUNTY SHERIFF'S OFFICE,1,680,760,0,1,1,1,1,0,82,69,0.8414634146341463,3,0.036585365853658534,10,0.12195121951219512,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
H,2016-09-05,Austin,TX,0,AUSTIN POLICE DEPARTMENT,1,1200,560,1,0,0,0,1,0,1812,1232,0.6799116997792495,178,0.09823399558498896,358,0.19757174392935983,4,0.002207505518763797,40,0.02207505518763797,0,0.0,0,0.0,0,0.0
W,2016-09-06,Omaha,NE,0,DOUGLAS COUNTY SHERIFF'S OFFICE,0,640,640,0,0,0,0,0,0,129,121,0.937984496124031,6,0.046511627906976744,2,0.015503875968992248,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
H,2016-09-06,Phoenix,AZ,0,PHOENIX POLICE DEPARTMENT,1,920,640,0,0,0,0,0,0,-18,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0
W,2016-09-06,Gray,TN,1,JONESBOROUGH POLICE DEPARTMENT,1,480,504,0,1,1,1,1,1,18,17,0.9444444444444444,1,0.05555555555555555,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
W,2016-09-06,Phoenix,AZ,0,PHOENIX POLICE DEPARTMENT,1,920,640,0,0,0,0,0,0,-18,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0
B,2016-09-07,Albany,GA,0,ALBANY POLICE DEPARTMENT,0,408,480,0,1,1,0,0,0,156,44,0.28205128205128205,104,0.6666666666666666,4,0.02564102564102564,1,0.00641025641025641,2,0.01282051282051282,0,0.0,1,0.00641025641025641,0,0.0
W,2016-09-07,Titusville,FL,0,BREVARD COUNTY SHERIFF'S OFFICE,0,770,532,0,0,1,0,0,0,478,411,0.8598326359832636,26,0.05439330543933055,35,0.07322175732217573,0,0.0,3,0.006276150627615063,0,0.0,0,0.0,3,0.006276150627615063
B,2016-09-07,Wyoming,MI,0,GRAND RAPIDS POLICE DEPARTMENT,1,600,1160,1,0,1,1,1,1,290,254,0.8758620689655172,12,0.041379310344827586,12,0.041379310344827586,5,0.017241379310344827,7,0.02413793103448276,0,0.0,0,0.0,0,0.0
W,2016-09-08,Lakeland,FL,0,LAKELAND POLICE DEPARTMENT,0,1080,560,0,1,1,0,0,0,236,176,0.7457627118644068,28,0.11864406779661017,26,0.11016949152542373,5,0.0211864406779661,1,0.00423728813559322,0,0.0,0,0.0,0,0.0
H,2016-09-08,Delhi,CA,0,MERCED COUNTY SHERIFFS DEPARTMENT,1,800,640,0,1,1,1,0,0,101,57,0.5643564356435643,7,0.06930693069306931,22,0.21782178217821782,0,0.0,6,0.0594059405940594,0,0.0,0,0.0,9,0.0891089108910891
H,2016-09-09,Memphis,TN,0,MARION POLICE DEPARTMENT,1,577,400,0,0,1,0,1,0,30,27,0.9,3,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
W,2016-09-09,Auburn,WA,0,FEDERAL WAY POLICE DEPARTMENT,0,720,680,0,0,1,1,0,1,130,93,0.7153846153846154,2,0.015384615384615385,6,0.046153846153846156,0,0.0,14,0.1076923076923077,11,0.08461538461538462,4,0.03076923076923077,0,0.0
B,2016-09-09,Pompano Beach,FL,0,BROWARD COUNTY SHERIFF'S OFFICE,1,770,560,1,1,1,0,1,1,1446,903,0.6244813278008299,206,0.14246196403872752,310,0.2143845089903181,1,0.0006915629322268327,19,0.01313969571230982,1,0.0006915629322268327,3,0.002074688796680498,3,0.002074688796680498
W,2016-09-10,Montcalm,WV,1,BRADSHAW POLICE DEPARTMENT,0,2688,0,0,1,1,1,0,0,1,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
W,2016-09-10,Boulder,CO,1,BOULDER COUNTY SHERIFF'S OFFICE,1,548,800,0,0,1,0,0,0,171,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,171,1.0
B,2016-09-11,Washington,DC,0,"METROPOLITAN POLICE DEPARTMENT, DC",1,960,520,0,1,1,1,1,1,3712,1326,0.3572198275862069,1961,0.5282866379310345,298,0.08028017241379311,3,0.0008081896551724138,124,0.0334051724137931,0,0.0,0,0.0,0,0.0
B,2016-09-12,Cedar Rapids,IA,0,CEDAR RAPIDS POLICE DEPARTMENT,1,661,800,0,1,1,1,0,0,205,197,0.9609756097560975,4,0.01951219512195122,2,0.00975609756097561,0,0.0,2,0.00975609756097561,0,0.0,0,0.0,0,0.0
H,2016-09-12,Colton,CA,0,COLTON POLICE DEPARTMENT,1,896,640,0,0,1,0,0,0,72,37,0.5138888888888888,3,0.041666666666666664,29,0.4027777777777778,0,0.0,0,0.0,0,0.0,3,0.041666666666666664,0,0.0
B,2016-09-14,Columbus,OH,0,COLUMBUS POLICE DEPARTMENT,1,1120,600,0,1,1,1,0,1,1802,1566,0.8690344062153164,187,0.10377358490566038,19,0.010543840177580466,3,0.001664816870144284,20,0.011098779134295227,7,0.00388457269700333,0,0.0,0,0.0
H,2016-09-15,Phoenix,AZ,0,PHOENIX POLICE DEPARTMENT,1,920,640,0,0,0,0,0,0,-18,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0
W,2016-09-15,Weeki Wachi,FL,0,HERNANDO COUNTY SHERIFF'S OFFICE,0,770,640,0,0,1,0,0,1,219,197,0.8995433789954338,7,0.0319634703196347,13,0.0593607305936073,0,0.0,1,0.0045662100456621,0,0.0,0,0.0,1,0.0045662100456621
W,2016-09-15,Austin,TX,0,AUSTIN POLICE DEPARTMENT,1,1200,560,1,0,0,0,1,0,1812,1232,0.6799116997792495,178,0.09823399558498896,358,0.19757174392935983,4,0.002207505518763797,40,0.02207505518763797,0,0.0,0,0.0,0,0.0
W,2016-09-16,Owensboro,KY,0,OWENSBORO POLICE DEPARTMENT,1,928,640,0,0,1,0,0,1,94,88,0.9361702127659575,5,0.05319148936170213,1,0.010638297872340425,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
B,2016-09-16,Tulsa,OK,0,TULSA POLICE DEPARTMENT,0,960,640,0,0,0,0,1,1,728,552,0.7582417582417582,64,0.08791208791208792,23,0.03159340659340659,78,0.10714285714285714,11,0.01510989010989011,0,0.0,0,0.0,0,0.0
W,2016-09-17,Beaumont,CA,0,HEMET POLICE DEPARTMENT,1,920,700,0,0,0,0,0,0,61,45,0.7377049180327869,1,0.01639344262295082,12,0.19672131147540983,0,0.0,1,0.01639344262295082,1,0.01639344262295082,1,0.01639344262295082,0,0.0
B,2016-09-17,Philadelphia,PA,0,PHILADELPHIA CITY POLICE DEPARTMENT,1,192,0,1,0,0,0,0,0,6031,3450,0.5720444370751119,1961,0.32515337423312884,505,0.08373404078925552,6,0.000994859890565412,98,0.016249378212568395,11,0.0018239097993699221,0,0.0,0,0.0
W,2016-09-17,Huntsville,AL,1,HUNTSVILLE POLICE DEPARTMENT,1,720,560,1,1,1,1,1,1,402,328,0.8159203980099502,65,0.16169154228855723,5,0.012437810945273632,1,0.0024875621890547263,3,0.007462686567164179,0,0.0,0,0.0,0,0.0
W,2016-09-17,Rutherfordton,NC,0,RUTHERFORDTON POLICE DEPARTMENT,1,900,80,0,1,1,1,0,0,14,11,0.7857142857142857,1,0.07142857142857142,0,0.0,0,0.0,0,0.0,0,0.0,2,0.14285714285714285,0,0.0
O,2016-09-17,St. Cloud,MN,0,SAINT CLOUD POLICE DEPARTMENT,0,480,640,1,0,0,0,0,0,99,91,0.9191919191919192,5,0.050505050505050504,3,0.030303030303030304,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
B,2016-09-18,Akron,OH,0,AKRON POLICE DEPARTMENT,1,695,800,0,0,0,0,1,0,449,364,0.8106904231625836,76,0.16926503340757237,3,0.0066815144766146995,0,0.0,5,0.011135857461024499,0,0.0,1,0.0022271714922048997,0,0.0
W,2016-09-19,Spring,TX,1,HOUSTON POLICE DEPARTMENT,1,1114,720,1,0,1,0,0,0,5203,2385,0.4583893907361138,1110,0.21333845858158754,1365,0.2623486450124928,8,0.001537574476263694,335,0.06438593119354219,0,0.0,0,0.0,0,0.0
W,2016-09-19,Logan Canyon,UT,0,CACHE COUNTY SHERIFF'S OFFICE,1,520,520,0,1,1,0,0,1,126,124,0.9841269841269841,1,0.007936507936507936,0,0.0,0,0.0,0,0.0,1,0.007936507936507936,0,0.0,0,0.0
W,2016-09-19,Wood County,TX,0,LINDALE POLICE DEPARTMENT,1,720,0,0,1,1,1,0,0,16,14,0.875,1,0.0625,1,0.0625,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
W,2016-09-20,Decatur County,TN,1,DECATUR COUNTY SHERIFF'S OFFICE,1,600,900,0,1,1,1,1,0,15,14,0.9333333333333333,0,0.0,1,0.06666666666666667,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
W,2016-09-20,Port St. Lucie,FL,0,SAINT LUCIE COUNTY SHERIFF'S OFFICE,0,848,724,0,0,0,0,0,0,263,213,0.8098859315589354,20,0.07604562737642585,27,0.10266159695817491,2,0.0076045627376425855,0,0.0,1,0.0038022813688212928,0,0.0,0,0.0
B,2016-09-20,Charlotte,NC,1,CHARLOTTEMECKLENBURG POLICE DEPARTMENT,1,972,136,0,1,1,1,1,1,1743,1299,0.7452667814113597,306,0.17555938037865748,79,0.045324153757888695,7,0.004016064257028112,39,0.022375215146299483,1,0.0005737234652897303,0,0.0,12,0.0068846815834767644
W,2016-09-20,Nashville,TN,0,METRO NASHVILLE POLICE DEPARTMENT,0,1020,1105,0,0,1,0,0,0,1403,1198,0.8538845331432644,158,0.11261582323592302,23,0.01639344262295082,0,0.0,4,0.002851033499643621,0,0.0,0,0.0,20,0.014255167498218105
W,2016-09-20,Westminster,CO,0,WESTMINSTER POLICE DEPARTMENT,0,561,480,1,1,1,1,1,1,171,149,0.8713450292397661,1,0.005847953216374269,17,0.09941520467836257,0,0.0,4,0.023391812865497075,0,0.0,0,0.0,0,0.0
W,2016-09-21,Louisville,NE,0,SARPY COUNTY SHERIFF'S OFFICE,0,670,844,0,1,1,0,1,1,135,134,0.9925925925925926,0,0.0,1,0.007407407407407408,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
W,2016-09-23,Fair Oaks,CA,0,SACRAMENTO COUNTY SHERIFF'S OFFICE,1,956,520,0,0,0,0,1,1,1246,871,0.6990369181380417,62,0.04975922953451043,175,0.1404494382022472,14,0.011235955056179775,113,0.09069020866773676,7,0.0056179775280898875,4,0.0032102728731942215,0,0.0
B,2016-09-23,Pikesville,MD,1,BALTIMORE COUNTY POLICE,1,1064,250,0,0,0,0,0,0,1869,1539,0.8234349919743178,252,0.1348314606741573,34,0.01819154628143392,8,0.004280363830925628,36,0.019261637239165328,0,0.0,0,0.0,0,0.0
H,2016-09-23,San Antonio,TX,0,SAN ANTONIO POLICE DEPARTMENT,1,1320,560,1,1,1,0,0,0,2244,905,0.40329768270944744,102,0.045454545454545456,1187,0.5289661319073083,0,0.0,17,0.007575757575757576,6,0.00267379679144385,27,0.012032085561497326,0,0.0
W,2016-09-25,Claremont,NH,0,SPRINGFIELD POLICE DEPARTMENT,1,480,240,1,1,1,1,0,1,2,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
W,2016-09-26,Garden City,ID,0,BOISE POLICE DEPARTMENT,1,840,560,0,1,1,1,1,1,294,267,0.9081632653061225,7,0.023809523809523808,7,0.023809523809523808,1,0.003401360544217687,1,0.003401360544217687,1,0.003401360544217687,0,0.0,10,0.034013605442176874
W,2016-09-26,Little Rock,AR,0,PULASKI COUNTY SHERIFF'S OFFICE,0,520,480,0,0,0,0,0,0,122,101,0.8278688524590164,19,0.1557377049180328,1,0.00819672131147541,0,0.0,0,0.0,1,0.00819672131147541,0,0.0,0,0.0
W,2016-09-26,Houston,TX,1,HOUSTON POLICE DEPARTMENT,1,1114,720,1,0,1,0,0,0,5203,2385,0.4583893907361138,1110,0.21333845858158754,1365,0.2623486450124928,8,0.001537574476263694,335,0.06438593119354219,0,0.0,0,0.0,0,0.0
W,2016-09-26,Burnsville,MN,1,ROSEMOUNT POLICE DEPARTMENT,0,0,1120,0,0,0,0,0,0,23,22,0.9565217391304348,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.043478260869565216,0,0.0
B,2016-09-27,El Cajon,CA,1,EL CAJON POLICE DEPARTMENT,1,960,640,0,0,0,0,0,0,118,93,0.788135593220339,1,0.00847457627118644,10,0.0847457627118644,1,0.00847457627118644,6,0.05084745762711865,0,0.0,0,0.0,7,0.059322033898305086
W,2016-09-27,Phoenix,AZ,0,PHOENIX POLICE DEPARTMENT,1,920,640,0,0,0,0,0,0,-18,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0
B,2016-09-28,Philadelphia,PA,0,PHILADELPHIA CITY POLICE DEPARTMENT,1,192,0,1,0,0,0,0,0,6031,3450,0.5720444370751119,1961,0.32515337423312884,505,0.08373404078925552,6,0.000994859890565412,98,0.016249378212568395,11,0.0018239097993699221,0,0.0,0,0.0
H,2016-09-28,Valdosta,GA,1,VALDOSTA POLICE DEPARTMENT,1,408,560,0,1,1,0,0,0,140,105,0.75,28,0.2,4,0.02857142857142857,0,0.0,3,0.02142857142857143,0,0.0,0,0.0,0,0.0
W,2016-09-29,Kingman,AZ,1,YAVAPAI COUNTY SHERIFF'S OFFICE,1,800,700,0,0,0,0,0,0,135,117,0.8666666666666667,0,0.0,16,0.11851851851851852,0,0.0,2,0.014814814814814815,0,0.0,0,0.0,0,0.0
W,2016-09-30,Groveton,TX,0,WOODVILLE POLICE DEPARTMENT,0,680,120,0,1,1,0,0,0,9,9,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
B,2016-09-30,Newark,NJ,0,NEWARK POLICE,0,1160,320,0,1,1,1,0,0,955,228,0.2387434554973822,328,0.34345549738219894,397,0.4157068062827225,0,0.0,2,0.0020942408376963353,0,0.0,0,0.0,0,0.0
B,2016-09-30,Campobello,SC,0,GREENVILLE SHERIFF'S OFFICE COUNTY,1,543,788,0,1,1,1,1,1,436,382,0.8761467889908257,37,0.08486238532110092,17,0.0389908256880734,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
