,AGENCYNAME,CITY,STATE,COUNTY,FIPS,ORI9,POPSERVED,AGENCYTYPE,State,County,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Income,Poverty,Unemployment,gun_homicide_rate_smoothed,lat,lng,PERS_TOTAL,OPER_DIS,PERS_WHITE,FRAC_WHITE,PERS_BLACK,FRAC_BLACK,PERS_HISP,POL_CULTAW,FRAC_HISP,CP_MISSION,CP_PLAN,POL_MENTILL,PERS_CULTURE,PERS_CONFLICT
996,MONTGOMERY COUNTY POLICE,GAITHERSBURG,MD,MONTGOMERY,24031,MD0160400,881932,1,MD,Montgomery,1017859.0,490093.0,527766.0,18.3,46.6,17.1,0.2,14.4,0.0,99435.0,6.7,6.1,3.6,39.154742600000006,-77.2405153,1230,225394,963,0.7829268292682927,139,0.11300813008130081,84,1,0.06829268292682927,1,2,1,2,2
998,ST MARYS COUNTY SHERIFF'S OFFICE,LEONARDTOWN,MD,LEONARDTOWN,24037,MD0190000,112587,2,MD,St. Mary's,109614.0,54662.0,54952.0,4.5,75.6,14.1,0.1,2.7,0.0,86987.0,7.9,4.8,2.7,38.1060259,-76.36372850000001,128,71535,115,0.8984375,4,0.03125,1,1,0.0078125,1,1,1,1,1
1002,KITTERY POLICE DEPARTMENT,KITTERY,ME,YORK,23031,ME0160200,9644,1,ME,York,199682.0,97075.0,102607.0,1.6,94.9,0.7,0.3,1.1,0.0,57919.0,9.8,5.9,0.6,43.161748300000006,-70.64825809999999,18,11847,18,1.0,0,0.0,0,1,0.0,2,2,1,2,2
1005,YORK POLICE DEPARTMENT,YORK,ME,YORK,23031,ME0161600,12947,1,ME,York,199682.0,97075.0,102607.0,1.6,94.9,0.7,0.3,1.1,0.0,57919.0,9.8,5.9,0.6,43.161748300000006,-70.64825809999999,26,22616,26,1.0,0,0.0,0,1,0.0,1,1,1,1,1
1008,CHISHOLM POLICE DEPARTMENT,CHISHOLM,MN,ST. LOUIS,27137,MN0690500,4940,1,MN,St. Louis,200506.0,100791.0,99715.0,1.4,91.7,1.5,1.9,1.0,0.0,48331.0,16.0,6.9,0.7,47.7395106,-92.3623921,14,4744,14,1.0,0,0.0,0,2,0.0,1,1,1,2,1
1015,NORTH BRANCH POLICE DEPARTMENT,NORTH BRANCH,MN,CHISAGO,27025,MN0130500,10317,1,MN,Chisago,53834.0,27832.0,26002.0,1.8,94.2,1.1,0.4,0.8,0.0,71001.0,5.5,5.5,0.6,45.524828,-92.9550305,11,9000,11,1.0,0,0.0,0,2,0.0,1,2,1,2,2
1018,ROSEMOUNT POLICE DEPARTMENT,ROSEMOUNT,MN,DAKOTA,27037,MN0190500,23911,1,MN,Dakota,408456.0,200534.0,207922.0,6.4,80.8,5.1,0.2,4.6,0.0,75567.0,7.7,5.0,2.0,43.91357989999999,-91.36050350000001,23,5793,22,0.9565217391304348,0,0.0,0,1,0.0,1,1,1,2,2
1035,SCOTT CITY POLICE DEPARTMENT,SCOTT CITY,MO,SCOTT,29201,MO1010500,4492,1,MO,Scott,39061.0,19062.0,19999.0,2.1,84.1,11.3,0.3,0.4,0.0,39162.0,19.6,6.8,5.4,37.0394443,-89.62516459999998,12,2700,12,1.0,0,0.0,0,2,0.0,-8,2,2,2,2
1037,WAYNESVILLE POLICE DEPARTMENT,WAYNESVILLE,MO,PULASKI,29169,MO0850500,5314,1,MO,Pulaski,53443.0,30390.0,23053.0,10.3,70.2,11.2,0.8,2.7,0.7,47931.0,13.2,12.7,2.7,37.8727481,-92.2236667,11,2500,9,0.8181818181818182,1,0.09090909090909091,1,2,0.09090909090909091,1,1,1,2,2
1041,HAMILTON POLICE DEPARTMENT,HAMILTON,MT,RAVALLI,30081,MT0410100,4674,1,MT,Ravalli,40823.0,20247.0,20576.0,3.2,93.2,0.3,0.8,0.5,0.0,39480.0,18.0,8.2,1.8,47.272644299999996,-114.1730085,14,3000,13,0.9285714285714286,1,0.07142857142857142,0,2,0.0,1,2,1,2,2
1045,BUFFALO COUNTY SHERIFF'S OFFICE,KEARNEY,NE,BUFFALO,31019,NB0100000,49383,2,NE,Buffalo,47958.0,23881.0,24077.0,8.3,87.9,1.1,0.2,1.2,0.0,53624.0,13.1,3.5,,40.84102180000001,-99.10134980000001,27,63908,26,0.9629629629629629,0,0.0,1,1,0.037037037037037035,1,1,1,2,2
1048,MCCOOK POLICE DEPARTMENT,MCCOOK,NE,RED WILLOW,31145,NB0730100,7526,1,NE,Red Willow,10946.0,5480.0,5466.0,4.8,92.5,1.4,0.4,0.4,0.0,42931.0,10.6,4.1,,40.2353963,-100.5296115,16,4999,16,1.0,0,0.0,0,2,0.0,1,2,1,2,2
1053,STRATHAM POLICE DEPARTMENT,STRATHAM,NH,ROCKINGHAM,33015,NH0087200,7403,1,NH,Rockingham,299006.0,147837.0,151169.0,2.5,93.5,0.7,0.1,1.8,0.0,81198.0,5.5,5.6,0.8,42.9931261,-71.04977679999999,11,1000,11,1.0,0,0.0,0,2,0.0,-8,2,1,2,2
1055,CHESTERFIELD TOWNSHIP POLICE,CHESTERFIELD,NJ,BURLINGTON,34005,NJ0030700,7490,1,NJ,Burlington,450556.0,221673.0,228883.0,7.3,69.0,15.6,0.1,4.6,0.0,78621.0,6.4,8.5,6.6,40.071222,-74.86488729999998,16,18000,15,0.9375,0,0.0,1,1,0.0625,1,2,1,1,2
1057,GARWOOD POLICE,GARWOOD,NJ,UNION,34039,NJ0200600,4347,1,NJ,Union,548744.0,267263.0,281481.0,29.4,42.4,20.3,0.1,4.8,0.0,69594.0,10.9,9.8,3.6,40.697589799999996,-74.26316349999998,16,20000,15,0.9375,1,0.0625,0,1,0.0,1,1,1,2,2
1058,HASBROUCK HEIGHTS POLICE,HASBROUCK HEIGHTS,NJ,BERGEN,34003,NJ0022500,12182,1,NJ,Bergen,926330.0,448049.0,478281.0,17.9,59.4,5.3,0.1,15.5,0.0,85806.0,7.4,6.5,3.0,40.926276200000004,-74.07701,30,13000,30,1.0,0,0.0,0,1,0.0,-9,2,1,2,2
1059,MANASQUAN POLICE,MANASQUAN,NJ,MONMOUTH,34025,NJ0132700,5818,1,NJ,Monmouth,629185.0,306200.0,322985.0,10.3,75.9,6.7,0.0,5.3,0.0,85242.0,7.5,7.9,1.6,40.2589455,-74.12399599999998,17,2000,17,1.0,0,0.0,0,1,0.0,2,2,1,2,2
1060,MONTVILLE TOWNSHIP POLICE,MONTVILLE,NJ,MORRIS,34027,NJ0142100,21700,1,NJ,Morris,498192.0,244074.0,254118.0,12.4,72.9,3.0,0.1,9.7,0.0,100214.0,4.5,6.3,4.4,40.83360379999999,-74.54632819999998,37,17584,35,0.9459459459459459,0,0.0,0,1,0.0,1,1,1,2,2
1061,NORTH HALEDON POLICE,NORTH HALEDON,NJ,PASSAIC,34031,NJ0160600,8491,1,NJ,Passaic,507574.0,247026.0,260548.0,39.1,43.3,11.0,0.1,5.2,0.0,59739.0,16.7,8.6,3.6,40.8567662,-74.12847640000001,17,15556,16,0.9411764705882353,0,0.0,1,1,0.058823529411764705,2,2,1,2,2
1063,READINGTON TOWNSHIP POLICE,WHITEHOUSE STATION,NJ,HUNTERDON,34019,NJ0102200,15875,1,NJ,Hunterdon,126250.0,62901.0,63349.0,5.9,86.9,2.4,0.1,3.6,0.2,105444.0,4.4,5.9,1.6,40.56695149999999,-74.92087719999998,23,11953,21,0.9130434782608695,0,0.0,1,2,0.043478260869565216,2,2,1,2,2
1064,WOODCLIFF LAKE POLICE,WOODCLIFF LAKE,NJ,BERGEN,34003,NJ0026800,5891,1,NJ,Bergen,926330.0,448049.0,478281.0,17.9,59.4,5.3,0.1,15.5,0.0,85806.0,7.4,6.5,3.0,40.926276200000004,-74.07701,18,4950,18,1.0,0,0.0,0,1,0.0,1,1,1,2,2
1067,WHITE PINE COUNTY SHERIFF'S OFFICE,ELY,NV,WHITE PINE,32033,NV0170000,9682,2,NV,White Pine,9974.0,5657.0,4317.0,14.6,74.1,4.0,5.1,0.7,0.3,57122.0,11.5,10.6,2.1,39.5564495,-114.52426399999999,20,4170,20,1.0,0,0.0,0,1,0.0,1,2,1,2,2
1069,BEDFORD TOWN POLICE DEPARTMENT,BEDFORD HILLS,NY,WESTCHESTER,36119,NY0595000,17906,1,NY,Westchester,967315.0,466996.0,500319.0,23.3,55.4,13.4,0.1,5.7,0.0,83958.0,9.6,7.6,1.6,41.1220194,-73.7948516,39,28999,35,0.8974358974358975,1,0.02564102564102564,3,1,0.07692307692307693,1,1,1,1,1
1070,EAST FISHKILL TOWN POLICE DEPARTMENT,HOPEWELL JUNCTION,NY,DUTCHESS,36027,NY0136600,29439,1,NY,Dutchess,296928.0,147663.0,149265.0,11.3,72.9,9.4,0.1,3.8,0.0,71904.0,9.3,8.7,1.2,41.778437200000006,-73.74778570000001,29,20000,27,0.9310344827586207,1,0.034482758620689655,1,2,0.034482758620689655,1,1,1,2,2
1071,GENEVA CITY POLICE DEPARTMENT,GENEVA,NY,ONTARIO,36069,NY0340200,12988,1,NY,Ontario,109192.0,53574.0,55618.0,4.1,90.8,2.3,0.2,1.2,0.0,57416.0,10.4,6.4,2.5,43.2209426,-77.2833793,36,20000,35,0.9722222222222222,0,0.0,1,2,0.027777777777777776,1,1,1,1,2
1072,GLENS FALLS  POLICE DEPARTMENT,GLENS FALLS,NY,WARREN,36113,NY0560100,14328,1,NY,Warren,65180.0,31977.0,33203.0,2.1,94.6,1.2,0.2,0.9,0.0,56798.0,12.0,6.6,,42.8874053,-74.94425849999999,29,14393,28,0.9655172413793104,0,0.0,1,2,0.034482758620689655,2,1,-9,2,2
1074,MENANDS VILLAGE POLICE DEPARTMENT,MENANDS,NY,ALBANY,36001,NY0012500,3964,1,NY,Albany,307463.0,148776.0,158687.0,5.5,74.2,11.8,0.1,5.7,0.1,59887.0,13.5,6.4,1.1,42.65257929999999,-73.7562317,11,7000,11,1.0,0,0.0,0,2,0.0,1,1,1,1,1
1076,RENSSELAER CITY POLICE DEPARTMENT,RENSSELAER,NY,RENSSELAER,36083,NY0410100,9340,1,NY,Rensselaer,159900.0,78944.0,80956.0,4.3,84.6,5.7,0.0,2.3,0.0,60709.0,12.4,7.6,0.9,42.6425794,-73.742898,28,7000,27,0.9642857142857143,0,0.0,1,2,0.03571428571428571,1,2,1,2,2
1077,SUFFERN VILLAGE POLICE DEPARTMENT,SUFFERN,NY,ROCKLAND,36087,NY0432900,10948,1,NY,Rockland,320688.0,157250.0,163438.0,16.8,63.8,11.5,0.1,6.2,0.0,84855.0,14.6,7.9,1.2,41.1489458,-73.98300290000002,22,6100,19,0.8636363636363636,0,0.0,3,1,0.13636363636363635,1,2,1,1,1
1081,GENEVA POLICE DEPARTMENT,GENEVA,OH,ASHTABULA,39007,OH0040300,6016,1,OH,Ashtabula,99777.0,50062.0,49715.0,3.8,90.2,3.4,0.1,0.5,0.0,40544.0,20.1,8.9,2.3,41.8650534,-80.7898089,12,7500,10,0.8333333333333334,0,0.0,2,2,0.16666666666666666,1,2,1,2,2
1082,HAMILTON TOWNSHIP POLICE DEPARTMENT,MAINEVILLE,OH,FRANKLIN,39017,OH0253600,25541,1,OH,Butler,372538.0,182470.0,190068.0,4.3,83.0,7.6,0.1,2.7,0.1,57540.0,13.9,7.2,6.1,40.58839329999999,-82.4248862,16,6000,16,1.0,0,0.0,0,1,0.0,2,2,1,2,1
1083,LONDON POLICE DEPARTMENT,LONDON,OH,MADISON,39097,OH0490100,10158,1,OH,Madison,43456.0,23851.0,19605.0,1.6,89.3,5.8,0.4,0.8,0.0,57406.0,9.4,5.9,6.1,41.7711633,-81.049819,18,10006,16,0.8888888888888888,1,0.05555555555555555,0,1,0.0,1,1,1,1,1
1086,MARYSVILLE POLICE DEPARTMENT,MARYSVILLE,OH,UNION,39159,OH0800100,23400,1,OH,Union,53470.0,25523.0,27947.0,1.5,91.2,2.3,0.3,2.7,0.0,67382.0,8.7,4.2,5.7,39.8978327,-84.3063343,36,18000,34,0.9444444444444444,1,0.027777777777777776,0,2,0.0,1,1,1,2,2
1088,SPRINGBORO POLICE DEPARTMENT,SPRINGBORO,OH,WARREN,39165,OH0831400,17188,1,OH,Warren,219916.0,110375.0,109541.0,2.4,87.8,3.3,0.1,4.5,0.0,74379.0,5.6,6.1,5.4,41.237556899999994,-80.81841659999998,26,15478,24,0.9230769230769231,2,0.07692307692307693,0,1,0.0,1,1,1,2,2
1089,STREETSBORO POLICE DEPARTMENT,STREETSBORO,OH,PORTAGE,39133,OH0671200,16272,1,OH,Portage,161897.0,79107.0,82790.0,1.6,90.5,3.9,0.1,1.8,0.0,52552.0,15.6,8.7,6.6,41.3267189,-83.6507668,29,17000,28,0.9655172413793104,0,0.0,0,1,0.0,1,2,1,2,2
1092,WEST CARROLLTON POLICE DEPARTMENT,WEST CARROLLTON,OH,MONTGOMERY,39113,OH0571500,12935,1,OH,Montgomery,533763.0,256680.0,277083.0,2.5,72.0,20.5,0.2,2.0,0.0,43829.0,18.6,9.4,4.2,39.2281143,-84.35410619999998,23,8000,23,1.0,0,0.0,0,1,0.0,1,1,1,2,2
1099,WASHINGTON COUNTY SHERIFF'S OFFICE,BARTLESVILLE,OK,WASHINGTON,40147,OK0740000,52087,2,OK,Washington,51760.0,25011.0,26749.0,5.5,74.2,2.6,9.7,1.7,0.0,50023.0,14.4,5.3,6.8,35.0589583,-97.4844761,37,10950,36,0.972972972972973,0,0.0,0,2,0.0,-8,2,1,2,2
1100,BROOKINGS POLICE DEPARTMENT,BROOKINGS,OR,CURRY,41015,OR0080100,6526,1,OR,Curry,22338.0,10878.0,11460.0,6.3,87.5,0.3,1.9,0.6,0.0,40884.0,16.6,11.3,3.6,42.54405029999999,-124.2781762,14,9000,1,0.07142857142857142,0,0.0,0,1,0.0,1,2,1,2,2
1104,WASCO COUNTY SHERIFF'S OFFICE,THE DALLES,OR,WASCO,41065,OR0330000,26115,2,OR,Wasco,25492.0,12634.0,12858.0,16.5,76.1,0.4,3.6,1.0,0.5,43422.0,16.1,9.0,1.5,45.591791799999996,-120.69811299999999,17,8160,16,0.9411764705882353,0,0.0,0,1,0.0,1,2,1,1,2
1105,WOODBURN POLICE DEPARTMENT,WOODBURN,OR,MARION,41047,OR0240500,25590,1,OR,Marion,323259.0,160907.0,162352.0,25.3,67.0,1.0,0.7,1.8,0.8,48432.0,18.4,10.7,1.3,44.74901079999999,-122.942314,34,13200,27,0.7941176470588235,1,0.029411764705882353,2,1,0.058823529411764705,1,2,1,1,1
1110,BRANCH COUNTY SHERIFF'S OFFICE,COLDWATER,MI, ,26023,MI1211200,43427,2,MI,Branch,43706.0,22539.0,21167.0,4.3,91.3,2.3,0.2,0.5,0.0,44373.0,17.7,7.0,2.1,43.93497259999999,-86.11410450000001,15,9000,15,1.0,0,0.0,0,2,0.0,1,2,2,2,1
1114,DEWITT TOWNSHIP POLICE DEPARTMENT,DEWITT,MI,CLINTON,26037,MI1985700,14730,1,MI,Clinton,76905.0,37952.0,38953.0,4.3,90.3,1.6,0.1,1.4,0.0,60909.0,11.8,6.5,1.6,42.0719866,-83.9716095,16,3900,14,0.875,1,0.0625,0,2,0.0,1,2,2,1,1
1115,DICKINSON COUNTY SHERIFF'S OFFICE,IRON MOUNTAIN,MI,DICKINSON,26043,MI2212200,25535,2,MI,Dickinson,26012.0,12886.0,13126.0,1.3,95.9,0.5,0.5,0.6,0.0,43779.0,13.8,7.0,,45.960139399999996,-87.8616098,12,54124,12,1.0,0,0.0,0,2,0.0,-8,2,2,2,2
1117,LANSING TOWNSHIP POLICE DEPARTMENT,LANSING,MI,INGHAM,26065,MI3384300,8147,1,MI,Ingham,283491.0,137614.0,145877.0,7.5,71.3,10.8,0.3,5.6,0.0,45679.0,22.4,9.0,1.7,42.6468943,-84.35420490000001,15,6000,13,0.8666666666666667,0,0.0,2,2,0.13333333333333333,2,2,2,2,2
1120,MASON POLICE DEPARTMENT,MASON,MI,INGHAM,26065,MI3356300,8395,1,MI,Ingham,283491.0,137614.0,145877.0,7.5,71.3,10.8,0.3,5.6,0.0,45679.0,22.4,9.0,1.7,42.6468943,-84.35420490000001,13,2540,12,0.9230769230769231,0,0.0,1,2,0.07692307692307693,1,2,1,2,2
1124,WHITE LAKE TOWNSHIP POLICE DEPARTMENT,WHITE LAKE,MI,OAKLAND,26125,MI6382100,30875,1,MI,Oakland,1229503.0,597097.0,632406.0,3.7,73.5,13.8,0.2,6.3,0.0,67465.0,10.1,7.5,7.4,42.59219239999999,-83.33618799999998,25,10066,24,0.96,0,0.0,1,1,0.04,1,1,1,2,2
1125,WOODHAVEN POLICE DEPARTMENT,WOODHAVEN,MI,WAYNE,26163,MI8283100,12461,1,MI,Wayne,1778969.0,855112.0,923857.0,5.5,49.8,39.2,0.3,2.9,0.0,41210.0,25.0,14.9,7.4,42.2814269,-83.3863214,27,24338,26,0.9629629629629629,0,0.0,0,1,0.0,1,1,1,2,2
1134,SPENCER POLICE DEPARTMENT,SPENCER,NC,ROWAN,37159,NC0800700,3308,1,NC,Rowan,138361.0,68359.0,70002.0,8.0,73.2,16.1,0.2,0.9,0.0,43069.0,18.1,11.5,3.3,35.630345500000004,-80.54384499999998,13,4983,12,0.9230769230769231,0,0.0,0,2,0.0,1,2,1,2,2
1136,BROWN COUNTY SHERIFF'S OFFICE,BROWNWOOD,TX,BROWN,48049,TX0250000,38271,2,TX,Brown,37833.0,18768.0,19065.0,20.7,73.5,4.2,0.2,0.4,0.0,41962.0,18.3,4.3,1.8,31.770510499999997,-98.9245343,29,9280,26,0.896551724137931,0,0.0,3,2,0.10344827586206896,1,1,1,2,2
1137,CENTER POLICE DEPARTMENT,CENTER,TX,SHELBY,48419,TX2100100,5401,1,TX,Shelby,25725.0,12565.0,13160.0,17.6,63.4,17.5,0.0,0.9,0.1,37756.0,21.8,7.9,4.4,30.021610600000002,-96.5983064,18,4544,17,0.9444444444444444,1,0.05555555555555555,0,1,0.0,1,1,1,2,2
1138,DENTON COUNTY SHERIFF'S OFFICE,DENTON,TX,DENTON,48121,TX0610000,806180,2,TX,Denton,731851.0,360112.0,371739.0,18.8,62.1,8.7,0.3,7.3,0.1,75050.0,8.8,5.7,3.9,33.2148412,-97.1330683,243,66131,206,0.8477366255144033,11,0.04526748971193416,21,1,0.08641975308641975,1,2,1,2,2
1140,HUDSON OAKS POLICE DEPARTMENT,HUDSON OAKS,TX,PARKER,48367,TX1840400,2251,1,TX,Parker,121418.0,60724.0,60694.0,11.2,84.5,1.7,0.6,0.6,0.0,67288.0,9.9,6.1,3.4,33.0553975,-96.6219376,11,1025,11,1.0,0,0.0,0,2,0.0,1,2,1,2,2
1141,KLEBERG COUNTY SHERIFF'S OFFICE,KINGSVILLE,TX,KLEBERG,48273,TX1370000,31690,2,TX,Kleberg,32029.0,16601.0,15428.0,71.3,21.9,3.9,0.1,2.0,0.0,38247.0,26.1,11.7,4.6,27.430833899999996,-97.6982272,23,3650,1,0.043478260869565216,2,0.08695652173913043,20,2,0.8695652173913043,2,2,1,2,2
1143,LAKEVIEW POLICE DEPARTMENT,EL LAGO,TX,HARRIS,48201,TX1016600,6392,1,TX,Harris,4356362.0,2166727.0,2189635.0,41.6,31.7,18.5,0.2,6.5,0.1,54457.0,18.0,7.5,5.6,29.7751825,-95.3102505,12,2300,9,0.75,0,0.0,2,1,0.16666666666666666,1,1,1,2,2
1152,IRONDALE POLICE DEPARTMENT,IRONDALE,AL,JEFFERSON,1073,AL0011300,12359,1,AL,Jefferson,659026.0,311581.0,347445.0,3.8,51.0,42.2,0.2,1.6,0.0,45610.0,18.8,9.1,10.6,32.3859585,-87.9017188,35,15000,30,0.8571428571428571,3,0.08571428571428572,2,2,0.05714285714285714,1,2,2,2,2
1157,HOPE POLICE DEPARTMENT,HOPE,AR,HEMPSTEAD,5057,AR0290100,9892,1,AR,Hempstead,22336.0,10787.0,11549.0,12.5,55.7,29.7,0.2,0.0,0.0,32122.0,27.0,7.9,5.5,33.6530112,-93.6623239,25,12000,23,0.92,0,0.0,2,2,0.08,2,2,1,2,2
1158,LINCOLN COUNTY SHERIFF'S OFFICE,STAR CITY,AR,LINCOLN COUNTY,5079,AR0400000,13705,2,AR,Lincoln,14062.0,8596.0,5466.0,3.5,65.0,30.7,0.3,0.0,0.0,32580.0,23.0,14.2,15.7,35.949526,-94.42354820000001,11,1200,9,0.8181818181818182,2,0.18181818181818182,0,2,0.0,-8,2,2,1,2
1160,MORRILTON POLICE DEPARTMENT,MORRILTON,AR,CONWAY,5029,AR0150100,6722,1,AR,Conway,21110.0,10346.0,10764.0,3.9,81.8,12.0,0.7,0.1,0.0,37732.0,22.6,8.1,4.1,35.0886963,-92.44210109999999,23,5517,21,0.9130434782608695,1,0.043478260869565216,0,2,0.0,1,1,1,2,2
1161,OUACHITA COUNTY SHERIFFS OFFICE,CAMDEN,AR,OUACHITA,5103,AR0520000,24098,2,AR,Ouachita,25044.0,11790.0,13254.0,2.0,55.7,40.1,0.2,0.2,0.0,31293.0,24.1,8.3,6.1,33.58285120000001,-92.9375739,16,1300,14,0.875,2,0.125,0,1,0.0,-8,2,1,2,2
1162,POPE COUNTY SHERIFF'S OFFICE,RUSSELLVILLE,AR,POPE,5115,AR0580000,63779,2,AR,Pope,62830.0,31083.0,31747.0,7.8,85.5,2.9,0.6,0.7,0.0,39810.0,20.0,7.6,4.2,35.440627,-93.0175712,35,9000,34,0.9714285714285714,0,0.0,0,1,0.0,1,1,2,1,1
1163,SEBASTIAN COUNTY SHERIFF'S OFFICE,FORT SMITH,AR, ,5131,AR0660000,127793,2,AR,Sebastian,127273.0,62355.0,64918.0,13.2,71.4,6.2,1.2,4.3,0.1,38575.0,23.2,6.1,3.7,35.22603970000001,-94.315422,34,42833,30,0.8823529411764706,1,0.029411764705882353,3,1,0.08823529411764706,1,1,1,1,1
1164,DOUGLAS POLICE DEPARTMENT,DOUGLAS,WY,CONVERSE,56009,WY0050100,6541,1,WY,Converse,14101.0,7118.0,6983.0,7.5,89.1,0.0,0.2,0.9,0.0,62307.0,9.4,5.1,1.7,43.048942499999995,-105.40680790000002,18,4156,16,0.8888888888888888,1,0.05555555555555555,0,2,0.0,1,2,1,1,1
1165,EVANSTON POLICE DEPARTMENT,EVANSTON,WY,UINTA,56041,WY0210100,12090,1,WY,Uinta,20930.0,10636.0,10294.0,8.9,87.8,0.2,0.4,0.1,0.0,56569.0,13.7,4.4,,41.210739700000005,-110.61689209999999,24,36288,24,1.0,0,0.0,0,2,0.0,1,2,1,2,1
1166,JOHNSON COUNTY SO,BUFFALO,WY, ,56019,WY0100000,8486,2,WY,Johnson,8600.0,4525.0,4075.0,4.4,94.8,0.0,0.4,0.0,0.0,54065.0,6.3,3.6,2.1,43.955721200000006,-106.4272801,13,5982,13,1.0,0,0.0,0,2,0.0,2,2,1,2,2
1169,MORGANTOWN POLICE DEPARTMENT,MORGANTOWN,WV,MONONGALIA,54061,WV0310100,30855,1,WV,Monongalia,101668.0,52641.0,49027.0,2.0,89.0,3.6,0.1,3.2,0.0,45467.0,22.1,5.8,2.8,39.6695849,-79.96403389999998,74,49063,70,0.9459459459459459,1,0.013513513513513514,2,1,0.02702702702702703,1,1,1,1,1
1171,ASHWAUBENON DEPARTMENT OF PUBLIC SAFETY,ASHWAUBENON,WI,BROWN,55009,WI0050800,17274,1,WI,Brown,254717.0,126333.0,128384.0,7.9,82.3,2.1,2.1,3.0,0.0,53527.0,11.7,6.1,0.8,44.45616740000001,-87.9334803,50,19000,50,1.0,0,0.0,0,2,0.0,1,2,1,2,2
1172,CLINTONVILLE POLICE DEPARTMENT,CLINTONVILLE,WI,WAUPACA,55135,WI0690100,4405,1,WI,Waupaca,52125.0,26378.0,25747.0,2.8,95.0,0.4,0.6,0.4,0.0,51994.0,10.4,5.7,0.7,44.3580348,-89.0859464,11,4000,10,0.9090909090909091,0,0.0,1,2,0.09090909090909091,2,2,1,2,2
1173,CUDAHY POLICE DEPARTMENT,CUDAHY,WI, ,55079,WI0410300,18200,1,WI,Milwaukee,955939.0,461804.0,494135.0,14.0,53.2,26.1,0.5,3.8,0.0,43873.0,21.5,9.3,5.6,43.0389025,-87.9064736,31,22849,30,0.967741935483871,0,0.0,1,1,0.03225806451612903,1,1,1,2,2
1178,PLATTEVILLE POLICE DEPARTMENT,PLATTEVILLE,WI,GRANT,55043,WI0220500,12537,1,WI,Grant,51489.0,26741.0,24748.0,1.4,95.6,1.3,0.1,0.7,0.0,49067.0,15.4,4.6,,45.0807225,-91.7010398,18,11500,18,1.0,0,0.0,0,2,0.0,1,2,1,2,2
1179,POLK COUNTY SHERIFF'S OFFICE,BALSAM LAKE,WI,POLK,55095,WI0490000,43481,2,WI,Polk,43572.0,21937.0,21635.0,1.7,95.5,0.4,0.9,0.5,0.0,50714.0,10.3,6.8,0.6,45.4259345,-92.3388439,29,35139,29,1.0,0,0.0,0,2,0.0,1,2,2,2,2
1180,PORT WASHINGTON POLICE DEPARTMENT,PORT WASHINGTON,WI, ,55089,WI0460200,11642,1,WI,Ozaukee,87273.0,42831.0,44442.0,2.6,92.6,1.4,0.3,2.1,0.0,76433.0,5.2,4.5,6.3,43.381949600000006,-87.61863790000001,20,16147,20,1.0,0,0.0,0,2,0.0,1,2,1,2,2
1183,SAUK PRAIRIE POLICE DEPARTMENT,SAUK CITY,WI,SAUK,55111,WI0570300,3495,1,WI,Sauk,62992.0,31578.0,31414.0,4.7,91.8,0.5,1.2,0.7,0.0,51055.0,12.3,5.5,1.1,43.4066375,-89.9253233,13,5700,13,1.0,0,0.0,0,2,0.0,1,2,1,2,2
1184,SHAWANO COUNTY SHERIFF'S OFFICE,SHAWANO,WI,SHAWANO,55115,WI0590000,41062,2,WI,Shawano,41563.0,20808.0,20755.0,2.6,87.4,0.3,7.4,0.5,0.0,47861.0,11.0,5.4,0.8,44.7822064,-88.60899169999998,39,16000,37,0.9487179487179487,0,0.0,0,-9,0.0,1,1,-9,2,2
1185,TWIN LAKES POLICE DEPARTMENT,TWIN LAKES,WI,KENOSHA,55059,WI0300200,6081,1,WI,Kenosha,167738.0,82897.0,84841.0,12.4,76.9,7.2,0.3,1.4,0.0,54918.0,15.2,9.7,1.6,42.5847425,-87.82118539999998,13,6000,13,1.0,0,0.0,0,1,0.0,1,2,1,1,1
1186,WAUWATOSA POLICE DEPARTMENT,WAUWATOSA,WI,MILWAUKEE,55079,WI0411500,47945,1,WI,Milwaukee,955939.0,461804.0,494135.0,14.0,53.2,26.1,0.5,3.8,0.0,43873.0,21.5,9.3,5.6,43.0389025,-87.9064736,88,36716,80,0.9090909090909091,3,0.03409090909090909,2,1,0.022727272727272728,1,2,1,1,1
1188,MOSES LAKE POLICE DEPARTMENT,MOSES LAKE,WA,GRANT,53025,WA0130200,22641,1,WA,Grant,92070.0,46507.0,45563.0,39.7,56.0,0.6,0.9,1.0,0.0,48714.0,17.9,10.1,3.7,47.255373299999995,-122.92903340000001,33,17500,22,0.6666666666666666,1,0.030303030303030304,6,1,0.18181818181818182,1,1,1,2,2
1189,POULSBO POLICE DEPARTMENT,POULSBO,WA,KITSAP,53035,WA0180500,10400,1,WA,Kitsap,255441.0,130126.0,125315.0,7.1,77.7,2.6,1.0,4.7,0.7,62941.0,10.6,8.0,1.9,47.6476607,-122.64125829999999,18,12000,18,1.0,0,0.0,0,1,0.0,2,2,1,2,2
1191,LAMOILLE COUNTY SHERIFF'S OFFICE,HYDE PARK,VT,LAMOILLE,50015,VT0080000,25333,2,VT,Lamoille,25027.0,12439.0,12588.0,1.5,95.0,0.7,0.6,0.5,0.0,50939.0,11.8,4.3,1.0,44.64334179999999,-72.6314026,12,19226,12,1.0,0,0.0,0,1,0.0,1,1,1,2,2
